text,sentiment,category
About half way through this film I started to dislike it.,0,Abusive/Hate/Threat
"By the time the film ended, I not only disliked it, I despised it.",0,Abusive/Hate/Threat
What this film lacks is a convincing script.,0,Abusive/Hate/Threat
The script looks as if only a rough draft was written and shooting began before a finished script was completed.,0,Abusive/Hate/Threat
"Things happen, characters personalities change, plot twists occur for no real reason other than that script calls for it.",0,Abusive/Hate/Threat
The cast is good.,1,Praise/Support
"For that, it's worth checking out.",1,Praise/Support
This is probably the most irritating show I have ever seen in my entire life.,0,Abusive/Hate/Threat
It is indescribably the most annoying and idiotic show I have ever seen.,0,Abusive/Hate/Threat
Everything about it is just bad.,0,Abusive/Hate/Threat
"I could not understand, what kind of idiot would produce this mess in the first place not to mention several season.",0,Abusive/Hate/Threat
"The script is bad, very bad  it contains both cheesiness and unethical joke that you normally see in rated R or NC-17 movie.",0,Abusive/Hate/Threat
"The casting is also horrible, cause all you see is a really really BAD Actors, period.",0,Abusive/Hate/Threat
Final Word: This Show is a real torture!!,0,Abusive/Hate/Threat
It is zillion times away from reality.,0,Abusive/Hate/Threat
Watching washing machine twirling around wouldn't hurt your eyes as much as this show.,0,Abusive/Hate/Threat
Rating: 0/10 (Grade: Z) Note: The Show Is So Bad That Even Mother Of The Cast Pull Her Daughter Out Of The Show.,0,Abusive/Hate/Threat
20th Century Fox's ROAD HOUSE 1948) is not only quite a silly noir but is an implausible unmitigated bore of a movie.,0,Abusive/Hate/Threat
"Full of unconvincing cardboard characters it is blandly written by Edward Chodorov, who also produced, and is surprisingly directed by Jean Negulesco from whom one would expect a great deal more.",0,Abusive/Hate/Threat
From here on the Widmark character turns unintentionally comical!,0,Abusive/Hate/Threat
His losing his marbles so early in the proceedings is totally implausible and unconvincing.,0,Abusive/Hate/Threat
And if that isn't enough of a mess of a movie for you - the picture is also marred with a constant use of studio sets and indoor exteriors.,0,Abusive/Hate/Threat
Whatever prompted such a documentary is beyond me!,0,Abusive/Hate/Threat
(very serious spoilers) this movie was a huge disappointment.,0,Abusive/Hate/Threat
there are so many problems i dont know where to start.,0,Abusive/Hate/Threat
the cast was great.,1,Praise/Support
"steve martin delivers a really funny performance of a middle-aged, upper class, uptight white guy.",1,Praise/Support
add betty white and jean smart and you have a great cast - everyone played their parts really well.,1,Praise/Support
but the movie makes a lot of serious mistakes.,0,Constructive Criticism
"first of all, there are enough racial stereotypes and racial jokes to offend everyone.",0,Abusive/Hate/Threat
the movie is littered with overt racial slurs towards the black cast members and in return the whites are depicted as morons and boobs.,0,Abusive/Hate/Threat
"putting the race card aside, lets look at the major flaw in the film: they destroy latifa's character.",0,Abusive/Hate/Threat
there is no real plot.,0,Abusive/Hate/Threat
i wouldnt see this movie again for free.,0,Spam/Irrelevant
STEAMBOAT WILLIE is an amazingly important film to our cinema history.,1,Praise/Support
This second appearance of Mickey Mouse (following the silent PLANE CRAZY earlier that year) is probably his most famous film--mostly because it was so ground-breaking.,1,Spam/Irrelevant
"While you don't yet hear Mickey speak, there are tons of sound effects and music throughout the film--something we take for granted now but which was a huge crowd pleaser in 1928.",1,Praise/Support
"However, after seeing the short again after about 25 years, I was amazed at how timeless the film actually is.",1,Question/Suggestion
"It's just adorable seeing Mickey playing ""Turkey in the Straw"" in a highly imaginative (if occasionally cruel) way.",1,Praise/Support
Clever and a real crowd-pleaser--this film still ranks among Mickey's best films even after 80 wonderful years.,1,Praise/Support
"The bipolarity of the ruthless thug (one minute a ruthless killer, the next minute a Luv's diaper commercial) is completely unconvincing.",0,Abusive/Hate/Threat
"I'm terribly disappointed that this film would receive so many awards and accolades, especially when there are far more deserving works of film out there.",0,Abusive/Hate/Threat
The original Body and Soul (1947) is a masterpiece.,1,Praise/Support
"John Garfield, Ann revere, Lilli Plmer, William Conrad, Canada Lee...and filmed by one of the greatest cinematographers to ever grace the screen..James Wong Howe.",1,Praise/Support
I don't think there are any redeeming qualities in this remake.,0,Abusive/Hate/Threat
This may be the only bad film he ever made.,0,Abusive/Hate/Threat
So bad...well...it's just bad.,0,Abusive/Hate/Threat
"This movie is a solid example of a bad plot and a very, very bad idea all the way.",0,Abusive/Hate/Threat
It's a shame to see good actors like Thomerson and James make a living in a mess like this.,0,Abusive/Hate/Threat
I thought it was bad.,0,Constructive Criticism
"Both films are terrible, but to the credit of the 1986 version, it was watchable.",0,Constructive Criticism
"Let's start with all the problemsthe acting, especially from the lead professor, was very, very bad.",0,Abusive/Hate/Threat
The script is a big flawed mess.,0,Abusive/Hate/Threat
The best example of how dumb the writing is when it's established that you can turn the zombie-students back into humans by removing a necklace containing a piece of the meteorite.,0,Abusive/Hate/Threat
"Director Paul Matthews, who also wrote/directed the weak 1995 monster movie ""Grim"", clearly doesn't know how to pace his films.",0,Abusive/Hate/Threat
The movie is terribly boring in places.,0,Abusive/Hate/Threat
The lighting is awful.,0,Abusive/Hate/Threat
The film looks cheap and bland.,0,Abusive/Hate/Threat
One of the most disappointing aspects is the lack of notable gore.,0,Abusive/Hate/Threat
"This convention never worked well in the past, and certainly doesn't work here.",0,Abusive/Hate/Threat
The visual effects were AWFUL.,0,Abusive/Hate/Threat
The CG opening sequence in space looked like it could have been created on Microsoft Slideshow for God's sake!,0,Abusive/Hate/Threat
"The ""explosion"" of the Gas tanks at the end was just as awful.",0,Abusive/Hate/Threat
"Okay, I like to consider myself a fair critic, so I'll give credit where credit's due--the creature effects were actually pretty cool.",1,Praise/Support
"Gotta love those close-ups of slimy, drooling teeth!",1,Emotional
"To sum the film up, ""Breeders"" is a terrible, cheaply made horror movie that should be avoided like the Ebola virus.",0,Abusive/Hate/Threat
Not recommended.,0,Abusive/Hate/Threat
"He is almost unbearable to watch on screen, he has little to no charisma, and terrible comedic timing.",0,Abusive/Hate/Threat
"Aside from it's terrible lead, this film has loads of other debits.",0,Abusive/Hate/Threat
"I understand that it's supposed to be a cheap popcorn comedy, but that doesn't mean that it has to completely insult our intelligence, and have writing so incredibly hackneyed that it borders on offensive.",0,Constructive Criticism
"Lewis Black's considerable talent is wasted here too, as he is at his most incendiary when he is unrestrained, which the PG-13 rating certainly won't allow.",0,Abusive/Hate/Threat
The film's sole bright spot was Jonah Hill (who will look almost unrecognizable to fans of the recent Superbad due to the amount of weight he lost in the interim).,1,Praise/Support
"With the originality and freshness of the first movie now spent, this remake had little else to offer.",0,Abusive/Hate/Threat
The budget was evidently very limited.,0,Abusive/Hate/Threat
"This was reflected not only in the cast, but also in the below-par script, which borrowed much from the earlier classic.",0,Constructive Criticism
"However, here there was no decent acting, action or location work to balance things up.",0,Question/Suggestion
Filmiing was less expansive.,0,Abusive/Hate/Threat
It failed to convey the broad sweep of landscapes that were a great part of the original.,0,Abusive/Hate/Threat
Generally; it just lacked imagination.,0,Abusive/Hate/Threat
Not recommended.,0,Abusive/Hate/Threat
Is it possible for a movie to get any worse than this?,0,Question/Suggestion
There is no plot here to keep you going in the first place.,0,Abusive/Hate/Threat
"Even when the women finally show up, there is no sign of improvement; the most expected things happen and by the time the film is over, you might be far asleep.",0,Abusive/Hate/Threat
"Beware: this is not a trashy cult movie, this is trash -period!",0,Abusive/Hate/Threat
I can't believe there's even a sequel to this!,0,Abusive/Hate/Threat
Which is precisely why I am giving it such a bad review!,0,Abusive/Hate/Threat
"Being a 90's child, I truly enjoyed this show and I can proudly say that I enjoyed it big time and even more than the classical WB cartoons.",1,Praise/Support
"But ""Tiny Toons"" kept the 90's vibe and delivered one of the most popular, funny, and underrated cartoons ever created.",1,Praise/Support
The memories are murky but I can only say that I enjoyed every single episode and product related to the show.,1,Emotional
"Easily, none other cartoon made me laugh in a tender way (before getting into dark sitcoms oriented for teenagers).",1,Praise/Support
The characters were all funny and had the peculiarity of not having a true lead character.,1,Praise/Support
Every single character was hilarious and deserved to be called a lead.,1,Praise/Support
"Every element of this story was so over the top, excessively phony and contrived that it was painful to sit through.",0,Abusive/Hate/Threat
"Her lines seem to have been WRITTEN by a fifteen year old, though they are trying oh so, so hard to sound like how a fifteen year old would really, um, you know, well... talk.",0,Constructive Criticism
Perabo has a nice energy level and is obviously very comfortable in front of a camera.,1,Praise/Support
There is simply no excuse for something this poorly done.,0,Abusive/Hate/Threat
I saw this movie and I thought this is a stupid movie.,0,Abusive/Hate/Threat
What is even more stupid is that who had thought an idea that there should be a volcano in Los Angeles?,0,Question/Suggestion
"To be honest with you, this is unbelievable nonsense and very foolish.",0,Abusive/Hate/Threat
"In conclusion, I will not bother with this movie because a volcano in Los Angeles is nothing but nonsense.",0,Constructive Criticism
The story line is just awful!,0,Abusive/Hate/Threat
It's just painful!,0,Abusive/Hate/Threat
And the accents are absolutely abysmal!,0,Abusive/Hate/Threat
There's also enough hypocrisy in this film to make me vomit.,0,Abusive/Hate/Threat
Don't waste your time watching this rubbish non-researched film.,0,Abusive/Hate/Threat
I believe that Pitch Black was done well.,1,Praise/Support
"The characters are interesting and you want to find out more about them the longer the movie goes on, and I think people will be surprised by who does and doesn't make it.",1,Praise/Support
Go watch it!,1,Praise/Support
Omit watching this.,0,Abusive/Hate/Threat
VERY funny!,1,Praise/Support
My rating: just 3 out of 10.,0,Abusive/Hate/Threat
The characters are interesting and you really care for them.,1,Praise/Support
"An instant classic, with a great soundtrack and a catchy song during the ending credits.",1,Praise/Support
Don't miss it.,1,Emotional
"This is a masterful piece of film-making, with many themes simmering and occasionally boiling over in this warts and all study of the poet's bohemian, self-indulgent wartime years that span the aerial bombardments of London and the outward tranquillity of a Welsh coastal retreat - the borderlines between friendship, lust and love, dedication to art and experience versus practical concerns, jealousy, rivalry, cowardice and egotism versus heroism and self-sacrifice and more.",1,Emotional
"A mature, subtle script that suggests and occasionally brings into dramatic focus the underlying tensions is well served by perfect performances (apart from the odd inappropriate smiling that Keira Knightley is prone to, though perhaps under direction this time as the other characters themselves often mention it).",1,Praise/Support
"But above all the exquisite visual composition of each moment, with inventive and elegant use of close-up, camera angle and lighting, including pointillistic faux home movie footage, is a wonder and joy to behold.",1,Praise/Support
"It's as continuously beautiful to look at as a Bertolucci, but the relationships here are more convincing and the narrative more engaging than some of that master's work.",1,Praise/Support
The basic premise is wasted since it is sidelined by the inexplicable focus on the documentary crew.,0,Abusive/Hate/Threat
"Regardless, the film fails on most levels.",0,Abusive/Hate/Threat
Avoid at all costs.,0,Abusive/Hate/Threat
"I saw this film over Christmas, and what a great film it was!",1,Praise/Support
I thought Errol Flynn was brilliant as Custer and has since become my favourite actor!,1,Praise/Support
His acting alongside Olivia De Havilland was brilliant and the ending was fantastic!,1,Praise/Support
"I had always known that Errol Flynn was a brilliant actor as he was my dads favourite actor, and I grew up watching his films as a child.",1,Praise/Support
But it wasn't until I watched this film that I realised how great he actually was.,1,Praise/Support
I'll give this film 10 out of 10!,1,Praise/Support
"I know that Jim O'Connor was very energetic and that nobody could be as much as him, but George was well dull.",0,Constructive Criticism
"He really didn't seem to want to be hosting; his voice-overs were monotonous, didn't get involved with the guests.",0,Abusive/Hate/Threat
"Lovely little thriller from Hitchcock, with lots of nice shenanigans surrounding a murdered spy, a kidnapped child, a nasty church, a foreign plot and some random taxidermists.",1,Emotional
"Jimmy Stewart is as ever a great hero for Hitchcock, the story rips along to its cool climax at an embassy function, but it lacks the brooding menace of Hitchcock's black and white, low-budget original.",1,Praise/Support
Nevertheless yet another wonderful film from the great master's stable.,1,Praise/Support
I have to say that this film was excellently produced and tops the ratings as a typical sci fi film!,1,Praise/Support
Excellently produced by one of Sci-fi's best producers Scot Vandiver !,1,Praise/Support
"But it is entertaining, nonetheless.",1,Praise/Support
It's a campy sort of film that's a joy to watch.,1,Praise/Support
There's barely a boring moment in the film and there are plenty of humorous parts.,1,Praise/Support
The cast is always entertaining as usual.,1,Praise/Support
"Overall, a delight!",1,Praise/Support
"This movie is so mind-bendingly awful, it couldn't have even been created.",0,Abusive/Hate/Threat
The film lacks any real scares or tension & some of the medical terminology used throughout is a bit iffy to say the least & I say that as an insulin dependant diabetic myself.,0,Abusive/Hate/Threat
The least said about the acting the better.,0,Abusive/Hate/Threat
This movie does an excellent job of revealing the complexity of the task and the incredible challenges facing South Africa.,1,Praise/Support
I believe every one should see this movie as I think few people outside of South Africa understand its past and what is being attempted in the Truth and Reconciliation process.,1,Praise/Support
Nothing short of magnificent photography/cinematography in this film.,1,Praise/Support
"The acting is fantastic, the stories are seamlessly woven together, and the dogs are splendid............. A must rent, view, or see.",1,Praise/Support
Don't be afraid of subtitles........ its worth a little aversion therapy 10/10,1,Praise/Support
Excellent performance.,1,Praise/Support
There still are good actors around!,1,Praise/Support
Also great directing and photography.,1,Praise/Support
"Very true to Shakespear, and a 'must' for all Shakespear fans.",1,Praise/Support
"Macbeth (Jason Connery) moved me to tears with his final monolog (out brief candle, out)He gave the sphere of moral decay and dark forces a human face, which makes it the more interesting.",1,Praise/Support
"Helen Baxendale is a very credible lady Macbeth who can be very cheerfull at times and sometimes she just looks like a naughty girl, but deadly in her taste for blood and evil.",1,Praise/Support
"If you love death and decay, and Shakespears lyrics... this is the one.",1,Emotional
"This is a witty and delightful adaptation of the Dr Seuss book, brilliantly animated by UPA's finest and thoroughly deserving of its Academy Award.",1,Praise/Support
"Special mention should be made of the superb music score and sound effects, which are an integral element in helping to make this such a memorable and enjoyable cartoon.",1,Praise/Support
"However Paul Schrader has indeed made a film ""about"" Mishima that is both superb & complex.",1,Question/Suggestion
Also notable is John Bailey's fine crisp beautifully colored cinematography and the great production design & costumes by Eiko Ishioka who went on to do the memorable costumes for Coppola's Dracula for which she received a well deserved Oscar.,1,Praise/Support
"Even allowing for poor production values for the time (1971) and the format (some kind of mini-series), this is baaaaaad.",0,Abusive/Hate/Threat
"Unless you're just out to visually ""collect"" all extant films of Austen's work, you can skip this one.",0,Abusive/Hate/Threat
"If you do watch it, however, there are small consolations: The actresses playing Anne's sisters each do a wonderful job with their roles.",1,Praise/Support
It is not good.,0,Abusive/Hate/Threat
"Speaking of the music, it is unbearably predictably and kitchy.",0,Abusive/Hate/Threat
Then the film just dropped the ball.,0,Abusive/Hate/Threat
This is a stunning movie.,1,Praise/Support
Raw and sublimely moving.,1,Praise/Support
"It felt like a very gripping, intelligent stage play (but without the overly theatrical feeling one actually gets from watching people on a stage) which plays on everyone's terror of a white lie escalating to monstrous consequences.",1,Emotional
All of the main players are mesmerising.,1,Praise/Support
Tom Wilkinson broke my heart at the end... and everyone else's judging by the amount of fumbling for hankies and hands going up to faces among males and females alike.,1,Praise/Support
Julian Fellowes has triumphed again.,1,Praise/Support
He's a national treasure.,1,Praise/Support
GO AND SEE IT!,1,Praise/Support
This is an excellent film.,1,Praise/Support
The aerial scenes were well-done.,1,Praise/Support
It was also the right balance of war and love.,1,Emotional
"The film gives meaning to the phrase, ""Never in the history of human conflict has so much been owed by so many to so few.",1,Praise/Support
Kris Kristoffersen is good in this movie and really makes a difference.,1,Praise/Support
A good film by a great director!,1,Praise/Support
This is definitely one of the better documentaries I have seen looking at family relationships and marriage.,1,Praise/Support
"There are many continuity errors: one other user commented on different cars in the garage, Joe's glasses...the one that got to me the most was the fact Joe's facial hair configuration seemed to change from scene to scene.",0,Abusive/Hate/Threat
This is just a great movie.,1,Praise/Support
10 out of 10 stars.,1,Praise/Support
I can't see how this movie can be an inspiration to anyone to come out or overcome fear and rejection.,0,Abusive/Hate/Threat
It's so bad it's actually worth seeing just for that reason.,0,Abusive/Hate/Threat
Punishment Park is a brilliant piece of cinema.,1,Praise/Support
"Shot in the Southern California desert using his patent faux documentary style, Watkins creates a film like no other.",1,Praise/Support
This is one of Peter Watkins most accessible films.,1,Praise/Support
I advise you to look out for it.,1,Praise/Support
You wont regret it!,1,Praise/Support
Highly recommended A+,1,Praise/Support
Well... Just if you keep thinking how bad it is.,0,Abusive/Hate/Threat
"It's a mediocre, miserable, hollow, laughable and predictable piece of garbage.",0,Abusive/Hate/Threat
It's a case of 'so bad it is laughable'.,0,Abusive/Hate/Threat
") very bad performance plays Angela Bennett, a computer expert who is at home all the time.",0,Abusive/Hate/Threat
"It is a film about nothing, just a pretext to show ridiculous action scenes.",0,Abusive/Hate/Threat
How awful she is!,0,Question/Suggestion
"But she is still a bad actress, repeating her robotic face moves in each of her pictures.",0,Constructive Criticism
"The results, well, are a shame.",0,Abusive/Hate/Threat
DELETE this film from your mind!,0,Abusive/Hate/Threat
One of the worst shows of all time.,0,Abusive/Hate/Threat
The show would begin with smart ass ed comments to each other that would be totally off the wall and uncalled for.,0,Abusive/Hate/Threat
"The fat computer geek was unbelievable, the bible thumper, the bad-ass girl, who are these actors???",0,Question/Suggestion
Never heard of any of them except Cole who was totally unbelievable in the part.,0,Abusive/Hate/Threat
"Every time he opened his mouth you expect to hear, ""you see kids..."" Pulling the plug was a mercy killing for this horrible show.",0,Abusive/Hate/Threat
The stories were as unbelievable as the actors.,0,Abusive/Hate/Threat
Lame would be the best way to describe it.,0,Abusive/Hate/Threat
"Stanwyck and Morgan are perfectly cast in what is, in many ways, a modern equivalent of Dickens' Christmas Carol in its sensibility.",1,Praise/Support
The success of the film depends on the casting of Sydney Greenstreet as the Alexander Yardley character.,1,Praise/Support
The attractive set used throughout most of the film is an eye-pleasing gem.,1,Praise/Support
"Im big fan of RPG games too, but this movie, its a disgrace to any self-respecting RPGer there is.",0,Constructive Criticism
"The lines, the cuts, the audio, everything is wrong.",0,Abusive/Hate/Threat
You can find better movies at youtube.,0,Abusive/Hate/Threat
"Top line: Don't waste your time and money on this one, its as bad as it comes.",0,Abusive/Hate/Threat
"A Lassie movie which should have been ""put to sleep"".... FOREVER.",0,Abusive/Hate/Threat
That's how I'd describe this painfully dreary time-waster of a film.,0,Abusive/Hate/Threat
"So mediocre in every aspect that it just becomes a dull, uninteresting mess, this is one of the most forgettable movies I've seen.",0,Abusive/Hate/Threat
"It isn't even an achievement as a ""so-bad-it's-good"" or ""so-bad-it's-memorable"" movie.",0,Abusive/Hate/Threat
"It's an empty, hollow shell of a movie.",0,Abusive/Hate/Threat
"Seriously, it's not worth wasting your, or your kid's time on.",0,Abusive/Hate/Threat
"Avoid, avoid, avoid!",0,Abusive/Hate/Threat
It will drive you barking mad!,0,Abusive/Hate/Threat
The transfers are very good.,1,Praise/Support
Very nice and relaxing late night viewing.,1,Praise/Support
The movie is full of wonderful dancing (hence the title!,1,Praise/Support
") some great music, and terrific scenery.",1,Praise/Support
"It handles some tough issues with dignity and grace, and, of course, has (shocking spoiler here!",1,Praise/Support
") a happy, wonderful, feel good ending!",1,Emotional
"The point is the journey, a journey that touches every member of the family.",1,Praise/Support
It's one of the movies I need to see whenever it comes on TV...never mind the fact that I already have it memorized!,1,Praise/Support
Nothing new there.,0,Abusive/Hate/Threat
That was done in the second movie.,0,Abusive/Hate/Threat
The movie has almost no action scenes in it and very little comedy.,0,Abusive/Hate/Threat
The plot has more holes than a pair of fishnet stockings and the direction and editing is astonishingly ham fisted.,0,Abusive/Hate/Threat
What on earth is Irons doing in this film?,0,Question/Suggestion
I just saw this film and I recommend it.,1,Praise/Support
"It has a very good plot, it holds your complete attention, the acting is superb, Tom Wilkinson was fantastic and Emily Watson was also very good.",1,Praise/Support
"A very good film indeed, about great and unconditional love.",1,Emotional
"Tom Wilkinson's character is a man who is not prepared for the ordeal that is about to begin, but he takes the matter in hand as the story progresses, and this great actor gives a performance that makes you feel the character's anguish and suffering.",1,Emotional
"Emily Watson's character is very strong, and she has only to give a quick glance and you understand everything.",1,Praise/Support
"Despite the pans of reviewers, I liked this movie.",1,Praise/Support
"In fact, I liked it better than Interview With a Vampire and I liked this Lestat (Stuart Townsend) better than Cruise's attempt.",1,Praise/Support
"Aailiyah was pretty good as Akasha, in places compelling (her first entrance and mini dance scene).",1,Praise/Support
"I'm a big fan of this series mostly due to Anne Rice's style, sensitivities and treatments.",1,Praise/Support
I guess I liked the details of his dysfunction--he was believable.,1,Praise/Support
The football scenes at the end were perplexing.,0,Abusive/Hate/Threat
But I thought his acting was skilled.,1,Abusive/Hate/Threat
Meredith M was better than all right.,1,Praise/Support
A very charming film with wonderful sentiment and heart.,1,Praise/Support
It is rare when a film-maker takes the time to tell a worthy moral tale with care and love that doesn't fall into the trap of being overly syrupy or over indulgent.,1,Emotional
Nine out of ten for a truly lovely film.,1,Emotional
This early film from future goremeister Lucio Fulci is a very good addition to the giallo sub-genre.,1,Praise/Support
This is one of the best Italian thrillers of the early 70's.,1,Praise/Support
A standout scene.,1,Praise/Support
This scene is very strong and unpleasant.,0,Abusive/Hate/Threat
"Technically, the film is well made with impressive camera-work, solid acting and effective music from Riz Ortolani  particularly good is a recurring unaccompanied female vocal that sounds like it's coming from a distant hill.",1,Praise/Support
It's still wild stuff though and is highly recommended to fans of giallo cinema.,1,Praise/Support
The movie was very interesting from beginning to the end.,1,Praise/Support
I liked the way Dustin Hoffman's character was ready to do just about everything to stay with his son.,1,Praise/Support
This movie is also revealing.,1,Praise/Support
"Personally, I think it shows that people should learn to find a compromise them self without involving other people into issue.",1,Praise/Support
And it was boring.,0,Abusive/Hate/Threat
"I am so tired of clichés that is just lazy writing, and here they come in thick and fast.",0,Abusive/Hate/Threat
PS the only scene in the movie that was cool is when the central character finds her room blown up.,1,Praise/Support
"It's a fresh, subtle, and rather sublime effect.",1,Praise/Support
"An Italian reviewer called this ""a small, great film,"" and that's right.",1,Praise/Support
"All the actors give a wonderful performance, especially Jennifer Rubin as Jamie Harris, who changes from the nervous starlet in the beginning through the strange events she is part of to the cool star.",1,Praise/Support
"You learn a lot about the real inside emotions of people in this movie, and a lot about the movie business itself.",1,Praise/Support
"The movie in movie situations in the beginning and through the game that is played with her by the ""acting coach"" are fascinating.",1,Praise/Support
Also the music by Mark Snow is possibly the best score I've ever heard.,1,Praise/Support
You won't forget this movie!,1,Praise/Support
Why was this film made?,0,Question/Suggestion
The film has an ultra-cheap look to it.,0,Abusive/Hate/Threat
The result is a film that just don't look right.,0,Abusive/Hate/Threat
None of them are engaging or exciting.,0,Abusive/Hate/Threat
The plot is nonsense that doesn't interest in the slightest way or have any uniqueness to it.,0,Abusive/Hate/Threat
The Foreigner is not worth one second of your time.,0,Abusive/Hate/Threat
"I saw it as a child on TV back in 1973, when it was ""The Stranger"" and I loved it.",1,Emotional
But the duet between the astronaut and his doctor at the beginning of the movie is a perfect exchange if one considers that this movie was made well into the Cold War and the astronaut's biggest fear is that he has crashed in the USSR.,1,Praise/Support
This movie is so awesome!,1,Praise/Support
"I loved it, it was really scary.",1,Emotional
I love the Scream movies and all horror movies and this one ranks way up there.,1,Emotional
If you want a real scare rent this one!,1,Praise/Support
10/10,1,Praise/Support
This is an extraordinary film.,1,Praise/Support
"As a courtroom drama, it's compelling, as an indictment on the American justice system, it's frightening.",1,Praise/Support
"This film highlights the fundamental flaws of the legal process, that it's not about discovering guilt or innocence, but rather, is about who presents better in court.",1,Praise/Support
"The film is well paced, understated and one of the best courtroom documentaries I've seen.",1,Praise/Support
This mostly routine fact-based TV drama gets a boost from the fine performance by Cole.,1,Praise/Support
"Predictable, but not a bad watch.",1,Praise/Support
It was clear that she had the range and ability to pull off this part.,1,Praise/Support
She carries the movie well.,1,Praise/Support
Constantine gives everything the right intensity and seems to have a good understanding of the underlying psychological motivations.,1,Praise/Support
"It is wonderful and inspiring to watch, and I hope that it gets released again on to video or DVD.",1,Praise/Support
"How this piece of trash was ever released is beyond me: the acting, the story, the characters, the supposedly special effects, etc...it's ALL wrong.",0,Question/Suggestion
"In fact, this stinker smells like a direct-to-video release.",0,Abusive/Hate/Threat
Avoid at ALL costs!,0,Abusive/Hate/Threat
Star Trek V The final Frontier is the worst in the series.,0,Abusive/Hate/Threat
"The acting from all involved and that includes those like Shatner and Nimoy is bad and washed out and making them seem as old as they look in real life, the special effects are tacky like when Spock has to rescue Kirk on a jet pack when he falls down from a mountain.",0,Abusive/Hate/Threat
The attempts at humor were pitiful and story is so awful it dosen't bear thinking about which basically involves a Vulcan stealing the Enterprise to find god (seriously) I just didn't care about any of this film and oh not to mention Uhura does a belly dance to distract male guards.,0,Abusive/Hate/Threat
The only place good for this film is in the garbage.,0,Abusive/Hate/Threat
The worst one of the series.,0,Abusive/Hate/Threat
Editing: The editing of this film was phenomenal in my opinion.,1,Praise/Support
"When a song could explain the emotions of the subjects better, such as when Jay Adams' unfortunate life was a subject of talk, the song Old Man by Neil Young was played, which evokes many emotions.",1,Praise/Support
Cinematography: The film was shot in an interesting way.,1,Praise/Support
"Of course the footage from the 70s was grainy, but that only enhanced the film.",1,Praise/Support
This film offers many delights and surprises.,1,Praise/Support
"When Achille and Philippa beautifully sing a duet from ""Don Giovanni"" that perfectly describes their situation in the movie, you appreciate the subtle layers of this excellent film.",1,Praise/Support
The story unfolds in 18th century Jutland and the use of period music played on period instruments is just one more fine touch.,1,Praise/Support
You share General Loewenhielm's exquisite joy in his partaking of the Cailles en Sarcophage even though you are just watching a movie - but you do wish for just a small sample to savor.,1,Praise/Support
But this understated film leaves a lasting impression.,1,Praise/Support
The warmth it generates is in contrast to its austere backdrop.,1,Praise/Support
You will leave the theater wanting to go out and dance under the stars.,1,Praise/Support
"The acting, as you'd expect from this cast, is top notch.",1,Praise/Support
"The characters are fleshed out surprisingly well, particularly Grimes and Blake, and all the actors deliver their sharply scripted lines with just the right amount of deadpan tongue in cheek to make the dialogue both hilarious and realistic.",1,Praise/Support
"Angus Scrimm also turns in a good performance in a somewhat brief but memorable role as the gently menacing, violin-playing anatomist Doctor Quinn.",1,Praise/Support
Conclusion - I loved it.,1,Emotional
It's a long time since I was so entertained by a movie.,1,Praise/Support
I struggle to find anything bad to say about it.,1,Praise/Support
"Mark my words, this is one of those cult films like Evil Dead 2 or Phantasm that people will still be discovering and falling in love with 20, 30, 40 years down the line.",1,Emotional
"It's pretty surprising that this wonderful film was made in 1949, as Hollywood generally had its collective heads in the sand concerning black and white issues at that time.",1,Praise/Support
"The film deserves strong kudos for taking this stand, for having exceptional acting from its mostly lesser-known cast and for the super-intelligent script that doesn't insult the audience or take the easy way out when it comes to white racism.",1,Praise/Support
"Plus, with the movie's rather modest budget and fast running time, it does an amazing job!",1,Praise/Support
Juano Hernandez (an exceptional actor who played supporting roles in many films of the era) is a proud black man who is accused of murdering a white man in the South.,1,Praise/Support
Trumbull on I LOVE LUCY).,1,Emotional
See it with your kids if you have a chance--it will open up some amazing dialog about how far race relations have come in the last 50 years.,1,Praise/Support
See both films if you can.,1,Praise/Support
"It was that year, however, that reminded us that Huston was still at the top of his game as evinced by his faithful adaptation of James Joyce's acclaimed novella ""The Dead.",1,Praise/Support
"Feelings, thoughts...Gabriel's discomfort during the dance...all these intangibles leap to life and come within the viewer's grasp in Huston's portrayal.",1,Emotional
Very disappointed and wondered how it could be in the Oscar shortlist.,0,Abusive/Hate/Threat
It's very slow.,0,Abusive/Hate/Threat
Lot of holes in the plot: there's nothing about how he became the emperor; nothing about where he spend 20 years between his childhood and mature age.,0,Emotional
) Don't waste your time.,0,Abusive/Hate/Threat
End of Days is one of the worst big-budget action movies I've ever seen.,0,Abusive/Hate/Threat
He surely doesn't know how to make a coherent action movie from the screenwriter of Air Force One who was only obliged to write the script just for a big sum of money.,0,Abusive/Hate/Threat
This was one of the worst films i have ever seen.,0,Abusive/Hate/Threat
I'm still trying to get over how bad it was.,0,Abusive/Hate/Threat
This movie is possibly one of the most creative works of horror ever.,1,Praise/Support
"It has everything you could want... suspense, drama, comedy, confusing subplots, native americans, brain eating... If you're looking for the be-all, end-all of brainsucking movies, look no further.",1,Praise/Support
""" With great sound effects, and impressive special effects, I can't recommend this movie enough.",1,Praise/Support
"Call me a nut, but I think this is one of the best movies ever.",1,Praise/Support
Great character actors Telly Savalas and Peter Boyle.,1,Praise/Support
